11,(1,0,0,3,-1,1),-2304
11,(1,0,-3,1,-1,0),-3840
11,(5,0,-19,0,-1,1),-73435465728
11,(1,1,0,3,0,-1),-1536
11,(3,-1,-11,1,0,1),-3677696
11,(6,0,-23,0,1,0),3435992062336
11,(2,0,-7,1,1,-1),-24192
11,(4,1,-15,0,0,-1),-388800000
12,(0,0,0,0,-2,1),128
12,(0,1,0,0,-1,-1),128
12,(0,-1,0,1,-1,1),128
12,(0,0,0,1,0,-1),128
12,(0,0,0,-1,-1,1),128
12,(0,1,0,-1,0,-1),128
12,(0,0,1,0,-1,1),128
12,(0,1,1,0,0,-1),128
12,(0,-1,0,0,0,1),128
12,(1,0,-3,0,-1,1),768
12,(2,0,-7,0,-1,1),24192
12,(0,0,0,0,1,-1),128
12,(1,1,-3,0,0,-1),768
12,(0,-1,1,1,0,1),128
12,(3,0,-11,0,-1,1),1838848
12,(2,1,-7,0,0,-1),24192
12,(0,0,1,1,1,-1),128
12,(0,0,0,0,-1,0),256
12,(1,-1,-3,1,0,1),768
12,(0,0,1,1,-1,0),256
12,(4,0,-15,0,-1,1),194400000
12,(3,1,-11,0,0,-1),1838848
12,(2,-1,-7,1,0,1),24192
12,(1,0,-3,1,1,-1),768
12,(1,0,0,3,-1,1),768
12,(1,0,-3,1,-1,0),1536
12,(5,0,-19,0,-1,1),24478488576
12,(1,1,0,3,0,-1),768
12,(3,-1,-11,1,0,1),1838848
12,(2,0,-7,1,1,-1),24192
12,(4,1,-15,0,0,-1),194400000
13,(0,1,0,0,1,-2),-512
13,(0,1,0,0,-1,-1),-512
13,(0,0,0,1,0,-1),-512
13,(0,1,0,-1,0,-1),-512
13,(0,1,1,0,0,-1),-512
13,(0,0,0,0,1,-1),-512
13,(1,1,-3,0,0,-1),-3072
13,(2,1,-7,0,0,-1),-96768
13,(0,0,1,1,1,-1),-512
13,(0,0,0,0,-1,0),-512
13,(0,0,1,1,-1,0),-512
13,(3,1,-11,0,0,-1),-7355392
13,(1,0,-3,1,1,-1),-3072
13,(1,0,-3,1,-1,0),-3072
13,(1,1,0,3,0,-1),-3072
13,(2,0,-7,1,1,-1),-96768
13,(4,1,-15,0,0,-1),-777600000
